date,temp max,temp min
1965-05-10,32.25,20.80999947
1965-06-10,33.31999969,21.38999939
1965-07-10,33.04999924,21.01000023
1965-08-10,32.61000061,21.0
1965-09-10,32.77000046,20.68000031
1965-10-10,33.38000107,22.25
1965-11-10,33.25,22.54999924
1965-12-10,32.81999969,20.92000008
1965-01-11,32.72999954,19.85000038
1965-02-11,33.36999893,19.48999977
1965-03-11,34.13999939,19.46999931
1965-04-11,32.70000076,19.01000023
1965-05-11,33.06999969,18.70999908
1965-06-11,33.38999939,19.55999947
1965-07-11,33.29999924,20.31999969
1965-08-11,33.13999939,19.95999908
1965-09-11,33.58000183,19.57999992
1965-10-11,33.11000061,19.48999977
1965-11-11,33.40999985,17.89999962
1965-12-11,33.47000122,18.5
1965-01-12,30.42000008,18.62999916
1965-02-12,31.62999916,18.14999962
1965-03-12,31.65999985,19.01000023
1965-04-12,31.56999969,18.64999962
1965-05-12,31.29999924,17.43000031
1965-06-12,31.71999931,17.72999954
1965-07-12,30.18000031,19.43000031
1965-08-12,30.77000046,19.82999992
1965-09-12,29.97999954,21.21999931
1965-10-12,30.14999962,22.68000031
1965-11-12,27.90999985,21.88999939
1965-12-12,26.87999916,21.28000069
1966-01-01,29.42000008,16.04999924
1966-02-01,29.0,13.72999954
1966-03-01,28.42000008,12.06000042
1966-04-01,26.85000038,11.19999981
1966-05-01,26.76000023,12.81000042
1966-06-01,29.31999969,14.89999962
1966-07-01,29.05999947,16.79000092
1966-08-01,30.79000092,17.17000008
1966-09-01,28.62000084,17.56999969
1966-10-01,28.31999969,17.04000092
1966-11-01,28.54000092,16.90999985
1966-12-01,28.17000008,15.77999973
1966-01-02,31.01000023,18.19000053
1966-02-02,31.14999962,17.94000053
1966-03-02,30.86000061,16.5
1966-04-02,30.59000015,15.73999977
1966-05-02,31.55999947,14.92000008
1966-06-02,31.46999931,15.28999996
1966-07-02,31.93000031,15.34000015
1966-08-02,31.94000053,15.57999992
1966-09-02,32.70999908,15.96000004
1966-10-02,31.92000008,17.01000023
1966-11-02,32.61000061,17.32999992
1966-12-02,32.65999985,17.87999916
1966-01-03,33.56999969,19.10000038
1966-02-03,33.79000092,19.13999939
1966-03-03,34.09000015,19.20000076
1966-04-03,32.5,19.98999977
1966-05-03,31.32999992,18.04999924
1966-06-03,30.98999977,16.92000008
1966-07-03,31.89999962,17.90999985
1966-08-03,32.93000031,18.94000053
1966-09-03,33.84999847,19.31999969
1966-10-03,33.16999817,20.27000046
1966-11-03,33.11999893,19.06999969
1966-12-03,32.43000031,18.26000023
1966-01-04,33.83000183,21.79999924
1966-02-04,36.70999908,23.63999939
1966-03-04,36.22000122,22.62000084
1966-04-04,35.11000061,23.18000031
1966-05-04,35.70999908,23.20000076
1966-06-04,36.00999832,23.25
1966-07-04,35.34000015,20.62999916
1966-08-04,35.22000122,21.17000008
1966-09-04,33.95999908,20.5
1966-10-04,34.52000046,20.87000084
1966-11-04,35.40999985,21.84000015
1966-12-04,35.04999924,22.45000076
1966-01-05,35.77999878,23.32999992
1966-02-05,36.31000137,25.69000053
1966-03-05,32.79999924,23.12000084
1966-04-05,30.02000046,23.90999985
1966-05-05,28.65999985,23.30999947
1966-06-05,31.57999992,22.42000008
1966-07-05,33.22000122,22.14999962
1966-08-05,33.11000061,21.79999924
1966-09-05,35.43000031,22.46999931
1966-10-05,34.18000031,22.15999985
1966-11-05,32.56000137,21.79999924
1966-12-05,32.5,21.32999992
1966-01-06,33.83000183,22.98999977
1966-02-06,35.54999924,24.70000076
1966-03-06,34.70000076,23.45999908
1966-04-06,34.11000061,24.14999962
1966-05-06,35.22999954,23.61000061
1966-06-06,33.45000076,24.28000069
1966-07-06,34.54999924,23.94000053
1966-08-06,33.56000137,23.01000023
1966-09-06,33.43000031,23.28000069
1966-10-06,32.68000031,23.45000076
1966-11-06,33.61000061,22.80999947
1966-12-06,33.36000061,23.30999947
1966-01-07,30.20000076,22.75
